district,men_mobile_own,men_mobile_financial,men_mobile_own2,men_mobile_financial2,n_obs_men,women_mobile_own,n_obs_women,digital_gap_ownership
saiha,0.83903265,0.20347369,0.83903265,0.20347369,5.620329924,0.76909488,3.90394998,0.069937766
hoshiarpur,0.96639729,0.5393737,0.96639729,0.5393737,63.83553219,0.89652401,139.7440316,0.069873273
fatehgarh sahib,0.94325382,0.25567809,0.94325382,0.25567809,29.07260971,0.87350011,50.95699604,0.069753706
gadag,0.91351372,0.22569402,0.91351372,0.22569402,167.9743878,0.84396607,101.3987225,0.069547653
chamoli,0.91789949,0.33628964,0.91789949,0.33628964,11.96708796,0.84851515,32.1437144,0.069384336
bulandshahr,0.89712673,0.28702378,0.89712673,0.28702378,116.6645068,0.82837713,340.2493621,0.068749607
gautam buddha nagar,0.9647488,0.52936476,0.9647488,0.52936476,73.52424937,0.89606214,123.2144994,0.068686664
tarn taran,0.85623205,0.28907678,0.85623205,0.28907678,37.51128498,0.7875644,99.01359163,0.06866765
jagatsinghapur,0.91237617,0.16657312,0.91237617,0.16657312,30.41664317,0.84500438,116.8688487,0.067371786
jalor,0.84633917,0.24989219,0.84633917,0.24989219,110.6806042,0.77922451,165.8665577,0.067114651
lakhisarai,0.91026539,0.19386302,0.91026539,0.19386302,111.2694038,0.84379905,68.52729878,0.066466331
fatehpur,0.8942005,0.16221952,0.8942005,0.16221952,100.8176393,0.82856911,194.5201656,0.06563139
kanpur dehat,0.87050796,0.10504652,0.87050796,0.10504652,62.30513415,0.80523044,138.8840894,0.065277517
panipat,0.88671756,0.37326679,0.88671756,0.37326679,50.77443883,0.8218872,86.66632748,0.064830363
bageshwar,0.85756105,0.30755576,0.85756105,0.30755576,8.100608028,0.79277098,27.2548779,0.06479007
sheikhpura,0.90203327,0.27842695,0.90203327,0.27842695,68.43078116,0.83842361,50.22032531,0.06360966
banka,0.90923798,0.080768526,0.90923798,0.080768526,195.5093174,0.84630811,193.3402633,0.062929869
lawngtlai,0.87295449,0.16237809,0.87295449,0.16237809,14.25454998,0.81025463,9.448213942,0.062699854
latehar,0.89864832,0.1213766,0.89864832,0.1213766,26.70347117,0.83630586,59.33194336,0.062342465
banswara,0.85845023,0.23191395,0.85845023,0.23191395,72.97781757,0.79682392,163.1765718,0.061626315
chandigarh,0.92530221,0.52877283,0.92530221,0.52877283,49.27297741,0.86388403,91.45999366,0.061418176
patna,0.91996193,0.30050018,0.91996193,0.30050018,733.834254,0.85878801,507.0439211,0.061173916
nicobars,0.88460857,0.020495407,0.88460857,0.020495407,3.62256003,0.82344192,2.396868021,0.061166644
raisen,0.87368774,0.16340168,0.87368774,0.16340168,19.76998129,0.81315207,120.6971812,0.060535669
fatehabad,0.89807707,0.34517089,0.89807707,0.34517089,48.69412318,0.83827424,84.8592159,0.05980283
almora,0.88981473,0.25152373,0.88981473,0.25152373,13.61745496,0.83022171,43.60860905,0.059593022
mau,0.90428948,0.27742922,0.90428948,0.27742922,84.19082126,0.84543717,206.346689,0.058852315
jashpur,0.76087582,0.22544478,0.76087582,0.22544478,34.91379704,0.70225108,86.83406362,0.058624744
davanagere,0.8340531,0.46824834,0.8340531,0.46824834,254.5803658,0.77550858,173.8406739,0.058544517
sonbhadra,0.81655109,0.11811094,0.81655109,0.11811094,77.06171256,0.75922275,159.7160682,0.057328343
rudraprayag,0.91871983,0.26571199,0.91871983,0.26571199,6.785849996,0.86140168,22.80545862,0.057318151
puruliya,0.83546537,0.067602873,0.83546537,0.067602873,344.5464013,0.77948254,266.5808243,0.055982828
gumla,0.85765171,0.11554248,0.85765171,0.11554248,42.02125722,0.80177671,76.12357324,0.055875003
simdega,0.87607902,0.11196213,0.87607902,0.11196213,21.45508104,0.82030082,45.50812119,0.055778205
hardwar,0.79299378,0.24746773,0.79299378,0.24746773,75.95998007,0.73857224,155.3226612,0.054421544
mahoba,0.88781941,0.31972122,0.88781941,0.31972122,41.86594725,0.83358443,61.18865687,0.054234982
dumka,0.84919065,0.17664546,0.84919065,0.17664546,45.19207072,0.79534853,108.2212734,0.053842127
thiruvarur,0.89132452,0.32146388,0.89132452,0.32146388,38.22932804,0.838063,192.1189322,0.053261518
chittaurgarh,0.91580379,0.28735048,0.91580379,0.28735048,56.60999298,0.86433893,137.3714179,0.051464856
dhaulpur,0.8076182,0.1475119,0.8076182,0.1475119,44.08893688,0.75649023,90.11057901,0.05112797
nawada,0.94129062,0.20547198,0.94129062,0.20547198,207.3528455,0.8905018,173.5694604,0.05078882
dharmapuri,0.89140218,0.33914939,0.89140218,0.33914939,48.9955264,0.84104919,266.9363449,0.050352991
saraikela-kharsawan,0.88829124,0.22274081,0.88829124,0.22274081,44.79156573,0.83809847,89.82947665,0.050192773
narmada,0.76220703,0.12363396,0.76220703,0.12363396,84.66794199,0.71250325,90.49507385,0.049703777
sirohi,0.92904168,0.34762546,0.92904168,0.34762546,48.93488348,0.88046604,87.55456215,0.04857564
kanpur nagar,0.92490059,0.23302786,0.92490059,0.23302786,177.7370187,0.87648612,356.6253106,0.048414469
bhind,0.84974051,0.18613404,0.84974051,0.18613404,64.67208952,0.8018598,133.2093807,0.047880709
puri,0.81301403,0.44349006,0.81301403,0.44349006,58.534228,0.7662369,173.0540141,0.046777129
purbi singhbhum,0.83417153,0.43087733,0.83417153,0.43087733,97.26589927,0.78795373,235.2197893,0.046217799
nalanda,0.89490324,0.098909296,0.89490324,0.098909296,336.901922,0.84905457,214.2044921,0.045848668
mathura,0.84158361,0.14714341,0.84158361,0.14714341,114.7955058,0.79639101,258.9048921,0.045192599
anuppur,0.79325753,0.16476519,0.79325753,0.16476519,39.20972225,0.74813837,74.67752722,0.045119166
barmer,0.90688491,0.25795922,0.90688491,0.25795922,120.7273174,0.86276275,171.2119057,0.044122159
tirunelveli,0.94192088,0.28776279,0.94192088,0.28776279,109.5686688,0.89914662,400.6403997,0.04277426
diu,0.92630059,0.26104119,0.92630059,0.26104119,3.297759943,0.88379943,5.831155884,0.042501152
kaithal,0.87578118,0.43115032,0.87578118,0.43115032,37.37354086,0.8340295,82.54775298,0.041751683
koriya,0.71603948,0.19047759,0.71603948,0.19047759,25.20880604,0.67430592,66.87185917,0.041733563
mahendragarh,0.89217341,0.4799369,0.89217341,0.4799369,36.46623379,0.85077244,88.74608439,0.041400969
ashoknagar,0.88868636,0.21628515,0.88868636,0.21628515,29.69923416,0.84967673,72.78515509,0.039009631
bankura,0.82211792,0.10323343,0.82211792,0.10323343,491.3743169,0.78342044,338.2540473,0.038697481
dindigul,0.90708184,0.47654149,0.90708184,0.47654149,101.7573595,0.86928332,353.8129075,0.037798524
etah,0.81515765,0.12418401,0.81515765,0.12418401,66.39971626,0.77947897,142.8384134,0.035678685
seoni,0.81650335,0.17536509,0.81650335,0.17536509,59.47621199,0.78211844,128.9770277,0.034384906
azamgarh,0.85027498,0.19878758,0.85027498,0.19878758,148.3125219,0.81666535,415.2714565,0.033609629
gandhinagar,0.87719202,0.21665612,0.87719202,0.21665612,223.4578741,0.84423167,245.6194912,0.032960355
dhule,0.84361964,0.11907832,0.84361964,0.11907832,261.4655789,0.81070316,179.2274714,0.032916486
firozabad,0.83241707,0.1750865,0.83241707,0.1750865,105.5538117,0.80190897,176.9260668,0.030508101
north  district,0.90485495,0.12561005,0.90485495,0.12561005,3.259561,0.87480158,3.673710014,0.030053377
allahabad,0.8761577,0.27316916,0.8761577,0.27316916,208.8272896,0.8461206,464.2677913,0.030037105
agra,0.86977249,0.19267018,0.86977249,0.19267018,153.2311005,0.84082603,359.4921913,0.028946459
nadia,0.8349545,0.072378688,0.8349545,0.072378688,744.0870626,0.80712765,526.1395767,0.027826846
chhindwara,0.82829213,0.20124227,0.82829213,0.20124227,72.38823795,0.80123079,215.343438,0.027061343
bhojpur,0.88387024,0.20838544,0.88387024,0.20838544,387.3176174,0.85749733,249.7553456,0.02637291
chatra,0.88991857,0.14365646,0.88991857,0.14365646,30.29455282,0.86399084,79.60337144,0.025927722
kaushambi,0.87852484,0.16107029,0.87852484,0.16107029,55.44699377,0.85406959,120.3496885,0.024455249
pratapgarh,0.81317854,0.2786468,0.81317854,0.2786468,37.31180806,0.78964859,78.11652917,0.023529947
tonk,0.91591537,0.34151652,0.91591537,0.34151652,57.19111818,0.89274043,113.6930126,0.023174942
gajapati,0.80059648,0.29396725,0.80059648,0.29396725,17.89563371,0.7788955,57.90391906,0.021700978
farrukhabad,0.87921631,0.18339257,0.87921631,0.18339257,71.10987544,0.85776424,143.9098611,0.021452069
jind,0.87999105,0.43290147,0.87999105,0.43290147,57.66225737,0.86080444,96.04849833,0.019186616
mandla,0.82257366,0.17231275,0.82257366,0.17231275,43.35081978,0.80404085,105.8289018,0.018532813
bijnor,0.8517307,0.31194067,0.8517307,0.31194067,140.9607707,0.8339687,316.574396,0.017762005
kendrapara,0.7972492,0.26394254,0.7972492,0.26394254,51.76445282,0.7814216,117.8161832,0.015827596
rayagada,0.72846597,0.19593979,0.72846597,0.19593979,39.15443601,0.71277505,94.16084442,0.015690923
rohtas,0.87099785,0.22055994,0.87099785,0.22055994,330.2718637,0.85672343,277.2441537,0.014274418
nuapada,0.79095823,0.15318549,0.79095823,0.15318549,21.30966698,0.77686304,59.1489615,0.014095187
jaunpur,0.92155397,0.36471623,0.92155397,0.36471623,161.1078917,0.90825838,349.7815285,0.013295591
guna,0.83333755,0.26273668,0.83333755,0.26273668,52.65564069,0.8212586,121.0338868,0.012078941
east kameng,0.86316848,0.082732067,0.86316848,0.082732067,1.656562989,0.85347795,6.10520996,0.009690523
sitamarhi,0.89215374,0.13869673,0.89215374,0.13869673,400.8982692,0.88581139,337.8249375,0.006342351
koraput,0.73125345,0.19171172,0.73125345,0.19171172,51.86137316,0.72599977,129.7045163,0.005253673
bundi,0.9308964,0.19238737,0.9308964,0.19238737,48.19342329,0.92586601,87.296386,0.005030394
jehanabad,0.85583687,0.13007678,0.85583687,0.13007678,112.7078913,0.85259771,83.47216165,0.003239155
garhwa,0.80504584,0.26011124,0.80504584,0.26011124,46.22858874,0.80254328,105.232339,0.002502561
uttar bastar kanker,0.78206414,0.2224974,0.78206414,0.2224974,29.90457664,0.78012609,75.22992578,0.001938045
aligarh,0.89990103,0.29882592,0.89990103,0.29882592,134.6263062,0.90083808,312.2539734,-0.000937045
east khasi hills,0.85406429,0.11754255,0.85406429,0.11754255,98.04478693,0.85504061,69.722168,-0.000976324
kaimur (bhabua),0.86730868,0.10932591,0.86730868,0.10932591,152.6218645,0.87054777,133.8709959,-0.003239095
shahdol,0.74573553,0.31430659,0.74573553,0.31430659,46.28283265,0.75012147,108.6717666,-0.004385948
hoshangabad,0.78014004,0.18123133,0.78014004,0.18123133,52.48056957,0.78480917,118.8274763,-0.00466913
baghpat,0.88258821,0.29421735,0.88258821,0.29421735,56.76443161,0.89123112,108.2446376,-0.008642912
lahul & spiti,1,0.10451449,1,0.10451449,2.894390004,1.0106391,3.162302002,-0.010639071
umaria,0.8562451,0.078984752,0.8562451,0.078984752,33.50709303,0.87208319,61.30660489,-0.015838087
godda,0.78349513,0.17082961,0.78349513,0.17082961,43.21946365,0.79952449,95.321859,-0.016029358
bareilly,0.88330019,0.22269,0.88330019,0.22269,165.5997174,0.89984334,393.2199044,-0.01654315
bhilwara,0.90304124,0.4494082,0.90304124,0.4494082,58.67390259,0.92072076,202.4037547,-0.017679513
meerut,0.89670402,0.37606749,0.89670402,0.37606749,143.2492972,0.91441852,389.1550111,-0.0177145
faizabad,0.89461315,0.17297897,0.89461315,0.17297897,103.1481107,0.91359806,190.8450916,-0.018984914
arwal,0.85407549,0.040788773,0.85407549,0.040788773,69.07402423,0.87367535,57.03236346,-0.019599855
morena,0.82154554,0.2175321,0.82154554,0.2175321,60.68414247,0.84217656,162.7949064,-0.020631015
ribhoi,0.8211627,0.091423176,0.8211627,0.091423176,33.08202945,0.84202945,19.85614597,-0.020866752
begusarai,0.86855304,0.072145574,0.86855304,0.072145574,498.0956464,0.88983834,318.4342371,-0.021285295
rampur,0.91110235,0.21077067,0.91110235,0.21077067,80.63183093,0.93378633,198.2803773,-0.022683978
shahjahanpur,0.86742586,0.20001599,0.86742586,0.20001599,137.2362435,0.89079809,237.0441173,-0.023372233
rewa,0.77616221,0.085728481,0.77616221,0.085728481,64.53148592,0.80193412,232.5953719,-0.025771916
nagapattinam,0.83322638,0.21263932,0.83322638,0.21263932,50.14308472,0.85911262,236.1627563,-0.025886238
sivaganga,0.96437204,0.54372358,0.96437204,0.54372358,38.8739906,0.99744731,191.535538,-0.033075273
dindori,0.81533337,0.17342404,0.81533337,0.17342404,32.86667895,0.85242081,69.2841799,-0.03708744
ambedkar nagar,0.86670691,0.13108988,0.86670691,0.13108988,82.07492498,0.90469098,245.5291635,-0.037984073
saharanpur,0.87686086,0.12582704,0.87686086,0.12582704,137.2738294,0.91625905,283.2400759,-0.039398193
chitrakoot,0.83618015,0.16045946,0.83618015,0.16045946,34.15798876,0.88139719,88.88308477,-0.045217037
mahamaya nagar,0.83210456,0.20060708,0.83210456,0.20060708,51.67106235,0.8789807,117.3084607,-0.046876132
varanasi,0.84399724,0.24411722,0.84399724,0.24411722,159.783838,0.89243191,312.6452276,-0.048434675
sant ravidas nagar (bhadohi),0.8636744,0.15334953,0.8636744,0.15334953,57.67271364,0.91348976,144.2226419,-0.049815357
betul,0.83464402,0.21064456,0.83464402,0.21064456,62.99578965,0.90483898,149.5265664,-0.07019496
gaya,0.85927838,0.15028164,0.85927838,0.15028164,380.7253568,0.93260568,437.4534283,-0.073327303
banda,0.88276815,0.28892413,0.88276815,0.28892413,74.78969589,0.95869058,126.5105016,-0.07592243
pilibhit,0.81820393,0.16380963,0.81820393,0.16380963,70.45605162,0.89699787,167.1406482,-0.078793943
malkangiri,0.67351365,0.068244658,0.67351365,0.068244658,21.38430704,0.75867099,53.53163907,-0.085157335
khandwa (east nimar),0.71254963,0.15782954,0.71254963,0.15782954,10.53853333,0.81189656,135.5364524,-0.099346936
sabar kantha,0.86968201,0.21055542,0.86968201,0.21055542,164.7770363,,,
dhubri,0.8532244,0.1513135,0.8532244,0.1513135,156.5105909,,,
budaun,0.87722582,0.17065248,0.87722582,0.17065248,112.8565045,,,
jagitial,0.98818308,0.34608439,0.98818308,0.34608439,105.5282775,,,
jorhat,0.84085929,0.39641422,0.84085929,0.39641422,126.9074846,,,
south west khasi hills,0.74324292,0.044106197,0.74324292,0.044106197,13.05720806,,,
bhavnagar,0.96420348,0.1847066,0.96420348,0.1847066,282.2403371,,,
durg,0.95298535,0.43529937,0.95298535,0.43529937,84.79939982,,,
biswanath,0.88216907,0.30946523,0.88216907,0.30946523,53.87961173,,,
aravali,0.8601073,0.12542351,0.8601073,0.12542351,151.3982264,,,
warangal urban,0.98539191,0.48804551,0.98539191,0.48804551,143.503158,,,
kurung kumey,0.88474011,0.46732599,0.88474011,0.46732599,1.171352992,,,
shahdara,0.9751128,0.55256492,0.9751128,0.55256492,62.34062907,,,
kheda,0.86097527,0.17327921,0.86097527,0.17327921,312.4825846,,,
south,0.9797616,0.70702028,0.9797616,0.70702028,54.32506335,,,
warangal rural,0.96233547,0.25358436,0.96233547,0.25358436,94.35287648,,,
unakoti,0.89192402,0.058446918,0.89192402,0.058446918,28.44415115,,,
surguja,0.80864704,0.18241987,0.80864704,0.18241987,34.83251783,,,
surendranagar,0.94564819,0.11827105,0.94564819,0.11827105,182.1099133,,,
south tripura,0.78673595,0.19946928,0.78673595,0.19946928,46.55537957,,,
balod,0.86835635,0.42930368,0.86835635,0.42930368,35.57903378,,,
nizamabad,0.93866092,0.46631709,0.93866092,0.46631709,169.2676268,,,
thane,0.94689214,0.60972095,0.94689214,0.60972095,1221.544355,,,
khowai,0.92245466,0.04321574,0.92245466,0.04321574,45.63805363,,,
north,0.91143858,0.3145456,0.91143858,0.3145456,64.87462994,,,
mahabubabad,0.93093801,0.12645775,0.93093801,0.12645775,101.5459578,,,
balrampur,0.76818085,0.13758753,0.76818085,0.13758753,28.33303219,,,
jangoan,0.96659976,0.23283885,0.96659976,0.23283885,69.03628907,,,
karbi anglong,0.83414394,0.24047352,0.83414394,0.24047352,86.24627405,,,
charaideo,0.83860195,0.16270925,0.83860195,0.16270925,59.87764072,,,
vikarabad,0.96132767,0.20174117,0.96132767,0.20174117,118.0339104,,,
north garo hills,0.78232342,0.25883842,0.78232342,0.25883842,19.72951692,,,
nirmal,0.98979795,0.28241006,0.98979795,0.28241006,67.6840142,,,
mungeli,0.82067609,0.2157166,0.82067609,0.2157166,24.01821607,,,
adilabad,0.90498763,0.26297173,0.90498763,0.26297173,95.73362327,,,
shajapur,0.88479781,0.2026659,0.88479781,0.2026659,40.38759024,,,
gariyaband,0.87341011,0.12761261,0.87341011,0.12761261,26.65055119,,,
firozpur,0.91097474,0.2649031,0.91097474,0.2649031,28.96285592,,,
bhiwani,0.85949749,0.352624,0.85949749,0.352624,48.9276475,,,
central,0.90895545,0.3218669,0.90895545,0.3218669,61.64376295,,,
sepahijala,0.87095803,0.058529306,0.87095803,0.058529306,60.64174539,,,
hapur,0.87883478,0.33741102,0.87883478,0.33741102,66.67811786,,,
dantewada,0.73082817,0.38659966,0.73082817,0.38659966,12.53617908,,,
west jaintia hills,0.69207966,0.082899153,0.69207966,0.082899153,32.40192607,,,
vadodara,0.86090934,0.40791067,0.86090934,0.40791067,403.1064206,,,
299,,,,,,0.90623975,28.32077324,
158,,,,,,0.75912929,340.1016561,
533,,,,,,0.72962695,202.3824025,
gir somnath,0.84563214,0.11612008,0.84563214,0.11612008,169.3377653,,,
294,,,,,,0.78243482,32.92455094,
east garo hills,0.86017972,0.26453128,0.86017972,0.26453128,24.25825285,,,
morbi,0.94449186,0.29639763,0.94449186,0.29639763,127.7205621,,,
north east,0.95288408,0.4161931,0.95288408,0.4161931,73.28460339,,,
moradabad,0.84949034,0.13609704,0.84949034,0.13609704,108.8775778,,,
nagaon,0.96512568,0.19941993,0.96512568,0.19941993,339.2679056,,,
muzaffarnagar,0.88306183,0.2055662,0.88306183,0.2055662,121.003891,,,
medak,0.9379077,0.24331021,0.9379077,0.24331021,88.69131643,,,
sambhal,0.89741933,0.17787939,0.89741933,0.17787939,85.29802951,,,
mancherial,0.9926728,0.49254754,0.9926728,0.49254754,97.28934506,,,
palghar,0.90752751,0.36321753,0.90752751,0.36321753,368.9979026,,,
mahabubnagar,0.93187284,0.3636148,0.93187284,0.3636148,150.215448,,,
tirap,0.88701499,0.58951604,0.88701499,0.58951604,1.800840993,,,
south west garo hills,0.89607799,0.16502428,0.89607799,0.16502428,16.78948312,,,
sivasagar,0.82425624,0.1050946,0.82425624,0.1050946,87.10653108,,,
lohit,0.90905535,0.37409058,0.90905535,0.37409058,1.671093001,,,
junagadh,0.88496369,0.056224536,0.88496369,0.056224536,215.0305868,,,
amethi,0.8796699,0.27034023,0.8796699,0.27034023,62.08418795,,,
raipur,0.87962192,0.2568531,0.87962192,0.2568531,118.7059749,,,
siang,0.9692539,0.36188507,0.9692539,0.36188507,0.779025994,,,
ghaziabad,0.88052589,0.41744706,0.88052589,0.41744706,174.4236723,,,
kra daadi,0.93665469,0.38490587,0.93665469,0.38490587,0.83625798,,,
east jantia hills,0.83464897,0.054661959,0.83464897,0.054661959,17.23596993,,,
charkhi dadri,0.9031716,0.41716835,0.9031716,0.41716835,17.62293328,,,
west khasi hills,0.91409683,0.052560031,0.91409683,0.052560031,32.40863509,,,
west karbi anglong,0.83948112,0.20859489,0.83948112,0.20859489,32.32812272,,,
jogulamba gadwal,0.9911679,0.2785762,0.9911679,0.2785762,64.74381918,,,
komaram bheem asifabad,0.93754846,0.22155066,0.93754846,0.22155066,61.54004604,,,
jayashankar bhupalapally,0.91702622,0.2873857,0.91702622,0.2873857,89.64812654,,,
majuli,0.87251377,0.30042836,0.87251377,0.30042836,18.76322406,,,
fazilka,0.89717662,0.23489267,0.89717662,0.23489267,52.99865715,,,
sangareddy,0.96585393,0.24863403,0.96585393,0.24863403,123.0794441,,,
south east,0.9564932,0.59423012,0.9564932,0.59423012,79.61298862,,,
medchal-malkajgiri,0.96046937,0.58199108,0.96046937,0.58199108,75.85019404,,,
karimnagar,0.97869045,0.33511713,0.97869045,0.33511713,117.3531147,,,
west,0.97840929,0.4066512,0.97840929,0.4066512,153.2506934,,,
botad,0.9661445,0.13057876,0.9661445,0.13057876,82.07512563,,,
shamli,0.87826383,0.13724576,0.87826383,0.13724576,51.76788554,,,
bilaspur,0.84054315,0.27339023,0.84054315,0.27339023,100.1607322,,,
kodagaon,0.76291466,0.085221484,0.76291466,0.085221484,19.67929288,,,
jamnagar,0.97010499,0.31219921,0.97010499,0.31219921,166.2098606,,,
gurdaspur,0.90849519,0.4187732,0.90849519,0.4187732,65.28330675,,,
devbhumi dwarka,0.85717696,0.19474851,0.85717696,0.19474851,104.8694814,,,
agar malwa,0.92735022,0.096127249,0.92735022,0.096127249,19.52222714,,,
north west,0.95816141,0.62063849,0.95816141,0.62063849,108.9119471,,,
ranga reddy,0.93628085,0.52852845,0.93628085,0.52852845,295.3764457,,,
sukma,0.66902518,0.14223605,0.66902518,0.14223605,9.423472922,,,
sonitpur,0.86592776,0.10904234,0.86592776,0.10904234,158.5548677,,,
hojai,0.8576737,0.24145408,0.8576737,0.24145408,32.00032209,,,
panch mahals,0.80650496,0.15647309,0.80650496,0.15647309,249.8658675,,,
east,0.9469229,0.51127273,0.9469229,0.51127273,68.88789752,,,
south west,0.94112194,0.51366186,0.94112194,0.51366186,59.2619614,,,
surajpur,0.84734142,0.17792031,0.84734142,0.17792031,21.10912637,,,
hyderabad,0.96242553,0.59966582,0.96242553,0.59966582,651.7912936,,,
bhadradri kothagudem,0.93205178,0.26926041,0.93205178,0.26926041,135.0737175,,,
west garo hills,0.93161148,0.21151501,0.93161148,0.21151501,65.02485438,,,
purba barddhaman,0.86414075,0.16993336,0.86414075,0.16993336,701.1845293,,,
bemetara,0.87442124,0.25526077,0.87442124,0.25526077,31.91311103,,,
khammam,0.90548909,0.46999276,0.90548909,0.46999276,211.5135742,,,
rajkot,0.93380129,0.2111569,0.93380129,0.2111569,368.5329815,,,
kamareddy,0.95934552,0.20212092,0.95934552,0.20212092,105.089314,,,
siddipet,1,0.41510332,1,0.41510332,122.7205693,,,
baloda bazar,0.891352,0.14900678,0.891352,0.14900678,52.25253765,,,
peddapalli,0.95298785,0.45807263,0.95298785,0.45807263,107.2924113,,,
rajanna sircilla,0.98162884,0.42061797,0.98162884,0.42061797,60.82713655,,,
gomati,0.92186522,0.078324467,0.92186522,0.078324467,44.38953722,,,
bastar,0.76770365,0.22723535,0.76770365,0.22723535,31.76941688,,,
ahmadabad,0.981767,0.5195958,0.981767,0.5195958,831.4998403,,,
paschim barddhaman,0.86483383,0.044214226,0.86483383,0.044214226,425.3615386,,,
suryapet,0.97538716,0.24154952,0.97538716,0.24154952,130.4616805,,,
nagarkurnool,0.91424602,0.41130772,0.91424602,0.41130772,121.9219214,,,
longding,0.89103705,0.13898103,0.89103705,0.13898103,1.247048006,,,
yadadri bhuvanagiri,0.96273184,0.44615805,0.96273184,0.44615805,95.47706133,,,
mahisagar,0.797553,0.16066435,0.797553,0.16066435,133.4179914,,,
west siang,0.96928889,0.34041587,0.96928889,0.34041587,2.648746969,,,
wanaparthy,0.93595868,0.26747164,0.93595868,0.26747164,65.04948381,,,
namsai,0.89352912,0.2958031,0.89352912,0.2958031,3.427688979,,,
east siang,0.91555089,0.25207853,0.91555089,0.25207853,2.39003098,,,
north tripura,0.92107028,0.12940566,0.92107028,0.12940566,43.88727883,,,
nalgonda,0.99068093,0.42322257,0.99068093,0.42322257,191.253186,,,
south salmara mancachar,0.87789202,0.2201048,0.87789202,0.2201048,80.83107579,,,
pathankot,0.96604377,0.46829519,0.96604377,0.46829519,23.03906964,,,
sultanpur,0.86063558,0.17285731,0.86063558,0.17285731,76.0395433,,,
west tripura,0.92265391,0.076276802,0.92265391,0.076276802,140.1279192,,,
chhota udaipur,0.82048953,0.11419649,0.82048953,0.11419649,123.0654458,,,
new delhi,0.92857784,0.35539153,0.92857784,0.35539153,60.50294799,,,
