state_id,smdist,prop_internet_use_m,prop_mobile_own_m,prop_internet_use_f,prop_mobile_own_f,dd_internet_use,dd_mobile_own
odisha,kalahandi,0,.83850926,0,.37912086,0,.45938841
odisha,rayagada,0,.7185185,0,.30463576,0,.41388273
odisha,nabarangapur,0,.80000001,0,.27922079,0,.52077925
odisha,koraput,0,.73571426,0,.29299363,0,.44272062
odisha,malkangiri,0,.67153287,0,.32515338,0,.34637949
chhattisgarh,koriya,0,.74436092,0,.41007194,0,.33428898
chhattisgarh,jashpur,0,.75735295,0,.39393941,0,.36341354
chhattisgarh,raigarh,0,.87662339,0,.40845072,0,.46817267
chhattisgarh,korba,0,.86127168,0,.49707603,0,.36419564
chhattisgarh,janjgir - champa,0,.82550335,0,.41958043,0,.40592292
chhattisgarh,kabeerdham,0,.8874172,0,.30075186,0,.58666533
chhattisgarh,rajnandgaon,0,.86627907,0,.37125748,0,.49502158
chhattisgarh,mahasamund,0,.89570552,0,.36312848,0,.53257704
chhattisgarh,dhamtari,0,.83443707,0,.4217687,0,.41266838
chhattisgarh,uttar bastar kanker,0,.78205127,0,.37692308,0,.40512818
chhattisgarh,narayanpur,0,.54268295,0,.40462428,0,.13805866
chhattisgarh,bijapur,0,.67469877,0,.35882354,0,.31587523
madhya pradesh,sheopur,0,.78991598,0,.28187919,0,.50803679
madhya pradesh,morena,0,.81751823,0,.42675158,0,.39076665
madhya pradesh,bhind,0,.85714287,0,.41007197,0,.4470709
madhya pradesh,gwalior,0,.87804872,0,.43478262,0,.44326609
madhya pradesh,datia,0,.86206895,0,.37414965,0,.4879193
madhya pradesh,shivpuri,0,.88695651,0,.27102804,0,.61592847
madhya pradesh,tikamgarh,0,.82926828,0,.26804122,0,.56122708
madhya pradesh,chhatarpur,0,.86335403,0,.33742332,0,.5259307
madhya pradesh,panna,0,.81578952,0,.34810126,0,.46768826
madhya pradesh,sagar,0,.89655173,0,.32098764,0,.57556409
madhya pradesh,damoh,0,.85000002,0,.35460994,0,.49539009
madhya pradesh,satna,0,.87341774,0,.46067414,0,.4127436
madhya pradesh,rewa,0,.77108431,0,.41904762,0,.35203668
madhya pradesh,umaria,0,.83139533,0,.25862068,0,.57277465
madhya pradesh,neemuch,0,.95580119,0,.45238096,0,.50342023
madhya pradesh,mandsaur,0,.91907513,0,.33333334,0,.58574176
madhya pradesh,ratlam,0,.88607597,0,.31724137,0,.5688346
madhya pradesh,ujjain,0,.943299,0,.53714287,0,.40615612
madhya pradesh,dewas,0,.92553192,0,.39459461,0,.53093731
madhya pradesh,dhar,0,.85148513,0,.44827583,0,.4032093
madhya pradesh,indore,0,.90425533,0,.60344827,0,.30080706
madhya pradesh,khargone (west nimar),0,.91666669,0,.34146342,0,.5752033
madhya pradesh,barwani,0,.88359785,0,.22285715,0,.66074073
madhya pradesh,rajgarh,0,.8611111,0,.30882353,0,.55228758
madhya pradesh,vidisha,0,.86746991,0,.32704404,0,.5404259
madhya pradesh,bhopal,0,.89473689,0,.42857146,0,.46616542
madhya pradesh,sehore,0,.83333331,0,.44516128,0,.38817203
madhya pradesh,raisen,0,.82692307,0,.2888889,0,.5380342
madhya pradesh,betul,0,.83687943,0,.40490797,0,.43197146
madhya pradesh,harda,0,.877451,0,.328125,0,.549326
madhya pradesh,hoshangabad,0,.76543212,0,.38036808,0,.38506404
madhya pradesh,katni,0,.83168316,0,.30208334,0,.52959979
madhya pradesh,jabalpur,0,.94444436,0,.18181819,0,.76262617
madhya pradesh,narsimhapur,0,.84375,0,.40935671,0,.43439329
madhya pradesh,dindori,0,.81595093,0,.2977528,0,.51819813
madhya pradesh,mandla,0,.81699342,0,.31927711,0,.49771631
madhya pradesh,chhindwara,0,.8359375,0,.33834586,0,.49759164
madhya pradesh,seoni,0,.81617641,0,.32704404,0,.48913237
madhya pradesh,balaghat,0,.89781022,0,.55038762,0,.3474226
madhya pradesh,guna,0,.82716048,0,.28658536,0,.54057515
madhya pradesh,ashoknagar,0,.875,0,.20454545,0,.67045456
madhya pradesh,shahdol,0,.73228347,0,.28787878,0,.44440469
madhya pradesh,anuppur,0,.79144382,0,.32236841,0,.46907541
madhya pradesh,sidhi,0,.78676468,0,.46583855,0,.32092613
madhya pradesh,singrauli,0,.87500006,0,.27500001,0,.60000002
madhya pradesh,jhabua,0,.89285713,0,.23741007,0,.65544707
madhya pradesh,alirajpur,0,.82802546,0,.27388534,0,.55414009
madhya pradesh,khandwa (east nimar),0,.70588237,0,.21428572,0,.49159664
madhya pradesh,burhanpur,0,.86294419,0,.3125,0,.55044419
gujarat,kachchh,0,.93922645,0,.50279331,0,.43643314
gujarat,banas kantha,0,.88321161,0,.37588653,0,.50732505
gujarat,patan,0,.91156459,0,.38323355,0,.52833104
gujarat,mahesana,0,.93518519,0,.47413793,0,.46104726
gujarat,gandhinagar,0,.89147288,0,.48739496,0,.40407792
gujarat,porbandar,0,.95104897,0,.57647061,0,.37457836
gujarat,amreli,0,.94736844,0,.36496347,0,.58240497
gujarat,anand,0,.89726025,0,.442029,0,.45523125
gujarat,dohad,0,.80740744,0,.24431819,0,.56308925
gujarat,narmada,0,.74149662,0,.32846716,0,.41302946
gujarat,bharuch,0,.88679242,0,.42975205,0,.45704037
gujarat,the dangs,0,.83846152,0,.33082706,0,.50763446
gujarat,navsari,0,.87577641,0,.63758391,0,.2381925
gujarat,valsad,0,.93710691,0,.6381579,0,.298949
gujarat,surat,0,.92820513,0,.56818181,0,.36002332
gujarat,tapi,0,.86029416,0,.46000001,0,.40029415
dadra & nagar haveli and daman & diu,diu,0,.9207921,0,.70322579,0,.21756631
dadra & nagar haveli and daman & diu,daman,0,.93181819,0,.76377952,0,.16803867
dadra & nagar haveli and daman & diu,dadra & nagar haveli,0,.94871789,0,.56643355,0,.38228434
maharashtra,nandurbar,0,.72789115,0,.23684211,0,.49104905
maharashtra,dhule,0,.8442623,0,.3561644,0,.48809791
maharashtra,jalgaon,0,.9055118,0,.35384616,0,.55166566
maharashtra,buldana,0,.99363059,0,.38787875,0,.60575187
maharashtra,akola,0,.95977014,0,.36231884,0,.59745133
maharashtra,washim,0,.95999998,0,.37349397,0,.58650601
maharashtra,amravati,0,.94405597,0,.4539474,0,.49010858
maharashtra,wardha,0,.90714288,0,.51724136,0,.38990152
maharashtra,nagpur,0,.95275599,0,.67045456,0,.28230143
maharashtra,bhandara,0,.91603059,0,.42968753,0,.48634306
maharashtra,gondiya,0,.8607595,0,.43478259,0,.4259769
maharashtra,gadchiroli,0,.87804878,0,.24264705,0,.63540173
maharashtra,chandrapur,0,.90857142,0,.44202903,0,.46654239
maharashtra,yavatmal,0,.90604019,0,.34146342,0,.56457675
maharashtra,nanded,0,.92253524,0,.34337351,0,.57916176
maharashtra,hingoli,0,.9130435,0,.22891565,0,.68412787
maharashtra,parbhani,0,.91780823,0,.30555555,0,.61225271
maharashtra,jalna,0,.9512195,0,.43609023,0,.51512927
maharashtra,aurangabad,0,.95238096,0,.3941606,0,.55822039
maharashtra,nashik,0,.86567163,0,.53787881,0,.32779282
maharashtra,mumbai suburban,0,.98437494,0,.83823532,0,.14613962
maharashtra,mumbai,0,.99212599,0,.79710144,0,.19502455
maharashtra,raigarh,0,.95714283,0,.58666664,0,.37047619
maharashtra,pune,0,.97321427,0,.76027399,0,.21294028
maharashtra,ahmadnagar,0,.94827586,0,.41059604,0,.53767979
maharashtra,bid,0,.9649123,0,.3968254,0,.56808686
maharashtra,latur,0,.94531244,0,.40441176,0,.54090071
maharashtra,osmanabad,0,.96799999,0,.43307087,0,.53492916
maharashtra,solapur,0,.94262302,0,.42741936,0,.51520365
maharashtra,satara,0,.94354832,0,.64335662,0,.3001917
maharashtra,ratnagiri,0,.95098037,0,.60483873,0,.34614164
maharashtra,sindhudurg,0,.95959598,0,.7227723,0,.23682368
maharashtra,kolhapur,0,.90983605,0,.4437086,0,.46612746
maharashtra,sangli,0,.89552242,0,.66417909,0,.23134333
andhra pradesh,srikakulam,0,.96103895,0,.58823532,0,.37280363
andhra pradesh,vizianagaram,0,.90740746,0,.32824427,0,.57916319
andhra pradesh,visakhapatnam,0,.90804595,0,.65811968,0,.24992627
andhra pradesh,east godavari,0,.96666664,0,.50847459,0,.45819205
andhra pradesh,west godavari,0,.9245283,0,.58461541,0,.33991289
andhra pradesh,krishna,0,.96078438,0,.50406504,0,.45671934
andhra pradesh,guntur,0,.8607595,0,.38532114,0,.47543836
andhra pradesh,prakasam,0,.94117647,0,.36936936,0,.57180715
andhra pradesh,sri potti sriramulu nellore,0,.88679248,0,.47260273,0,.41418976
andhra pradesh,y.s.r.,0,.92592591,0,.60144925,0,.32447666
andhra pradesh,kurnool,0,.942029,0,.3537415,0,.58828747
andhra pradesh,anantapur,0,.94405586,0,.46923077,0,.47482508
andhra pradesh,chittoor,0,.95918369,0,.44537815,0,.51380551
karnataka,belgaum,0,.95070416,0,.55279505,0,.3979091
karnataka,bagalkot,0,.96428573,0,.47368419,0,.49060154
karnataka,bijapur,0,.93388432,0,.53020132,0,.40368301
karnataka,bidar,0,.96503496,0,.45348838,0,.51154661
karnataka,raichur,0,.93893135,0,.38690478,0,.55202657
karnataka,koppal,0,.91044784,0,.40909094,0,.5013569
karnataka,gadag,0,.91666675,0,.36363637,0,.55303037
karnataka,dharwad,0,.90243906,0,.51923078,0,.38320827
karnataka,uttara kannada,0,.95890403,0,.69536424,0,.26353979
karnataka,haveri,0,.90909094,0,.3859649,0,.52312601
karnataka,bellary,0,.89510483,0,.39041099,0,.50469387
karnataka,chitradurga,0,.91044772,0,.60000002,0,.31044769
karnataka,davanagere,0,.84615386,0,.60000002,0,.24615383
karnataka,shimoga,0,.9609375,0,.66467065,0,.29626685
karnataka,udupi,0,.96694207,0,.85029942,0,.11664265
karnataka,chikmagalur,0,.91603053,0,.68345326,0,.23257726
karnataka,tumkur,0,.89147288,0,.7368421,0,.15463078
karnataka,bangalore,0,.97600007,0,.88617885,0,.089821219
karnataka,mandya,0,.95275593,0,.73134327,0,.22141266
karnataka,hassan,0,.96124035,0,.63354039,0,.32769996
karnataka,dakshina kannada,0,.96402884,0,.77777779,0,.18625104
karnataka,kodagu,0,.94244605,0,.77241379,0,.17003226
karnataka,mysore,0,.91044778,0,.45522389,0,.45522389
karnataka,chamarajanagar,0,.92647058,0,.57714283,0,.34932774
karnataka,gulbarga,0,.87943262,0,.5625,0,.31693262
karnataka,yadgir,0,.92537308,0,.29142857,0,.63394451
karnataka,kolar,0,.96341461,0,.62162161,0,.341793
karnataka,chikkaballapura,0,.95833331,0,.65068495,0,.30764836
karnataka,bangalore rural,0,.9366197,0,.75694442,0,.17967528
karnataka,ramanagara,0,.8888889,0,.77118641,0,.11770248
goa,north goa,0,.97345132,0,.91176468,0,.061686635
goa,south goa,0,.97435892,0,.91616768,0,.05819124
lakshadweep,lakshadweep,0,.95555556,0,.84393066,0,.1116249
kerala,kasaragod,0,.93965518,0,.875,0,.064655185
kerala,kannur,0,.96039605,0,.88524586,0,.075150192
kerala,wayanad,0,.8888889,0,.79130435,0,.097584546
kerala,kozhikode,0,.98058259,0,.84496123,0,.13562137
kerala,malappuram,0,.98198199,0,.86792451,0,.11405748
kerala,palakkad,0,.94059408,0,.85271317,0,.087880909
kerala,thrissur,0,.93877554,0,.84761912,0,.091156423
kerala,ernakulam,0,.98888886,0,.91150445,0,.077384412
kerala,idukki,0,.96190476,0,.84684682,0,.11505795
kerala,kottayam,0,.97333336,0,.86792451,0,.10540885
kerala,alappuzha,0,1,0,.75454545,0,.24545455
kerala,pathanamthitta,0,1,0,.9130435,0,.086956501
kerala,kollam,0,1,0,.86842108,0,.13157892
kerala,thiruvananthapuram,0,.97058827,0,.91818184,0,.05240643
tamil nadu,thiruvallur,0,.93548387,0,.81300813,0,.12247574
tamil nadu,chennai,0,.99009901,0,.86792451,0,.1221745
tamil nadu,kancheepuram,0,.94117641,0,.77319586,0,.16798055
tamil nadu,vellore,0,.90740734,0,.71200001,0,.19540733
tamil nadu,tiruvannamalai,0,.94444442,0,.62244898,0,.32199544
tamil nadu,viluppuram,0,.92660558,0,.63934427,0,.28726131
tamil nadu,salem,0,.95959598,0,.61818182,0,.34141415
tamil nadu,namakkal,0,.9541285,0,.77450973,0,.17961878
tamil nadu,erode,0,.96363634,0,.78151262,0,.18212372
tamil nadu,the nilgiris,0,.97500002,0,.875,0,.10000002
tamil nadu,dindigul,0,.90845066,0,.70921987,0,.19923079
tamil nadu,karur,0,.88172042,0,.70192307,0,.17979735
tamil nadu,tiruchirappalli,0,.88764054,0,.67676765,0,.21087289
tamil nadu,perambalur,0,.89655173,0,.68932039,0,.20723134
tamil nadu,ariyalur,0,.90322578,0,.71428567,0,.18894011
tamil nadu,cuddalore,0,.91836733,0,.76999998,0,.14836735
tamil nadu,nagapattinam,0,.8125,0,.71304345,0,.099456549
tamil nadu,thiruvarur,0,.87755108,0,.69841272,0,.17913836
tamil nadu,thanjavur,0,.91566265,0,.77884614,0,.1368165
tamil nadu,pudukkottai,0,.93069303,0,.68217063,0,.2485224
tamil nadu,sivaganga,0,.95283026,0,.82222229,0,.13060796
tamil nadu,madurai,0,.96946567,0,.8309859,0,.13847977
tamil nadu,theni,0,.93525183,0,.67105263,0,.2641992
tamil nadu,virudhunagar,0,.91089112,0,.78512394,0,.12576717
tamil nadu,ramanathapuram,0,.95833331,0,.74509805,0,.21323526
tamil nadu,thoothukkudi,0,.8888889,0,.84615386,0,.04273504
tamil nadu,tirunelveli,0,.94565219,0,.72222221,0,.22342998
tamil nadu,kanniyakumari,0,.98058254,0,.88983053,0,.090752006
tamil nadu,dharmapuri,0,.90099013,0,.66666669,0,.23432344
tamil nadu,krishnagiri,0,.95384616,0,.69718307,0,.25666308
tamil nadu,coimbatore,0,.93684208,0,.86915886,0,.06768322
tamil nadu,tiruppur,0,.96470588,0,.7263158,0,.23839009
puducherry,yanam,0,.9363057,0,.7482993,0,.1880064
puducherry,puducherry,0,.90909094,0,.78861791,0,.12047303
puducherry,mahe,0,.96103889,0,.93150681,0,.029532075
puducherry,karaikal,0,.91150445,0,.80769229,0,.10381216
andaman & nicobar islands,nicobars,0,.88709676,0,.63999999,0,.24709678
andaman & nicobar islands,north  & middle andaman,0,.94285715,0,.84615386,0,.096703291
andaman & nicobar islands,south andaman,0,.96212119,0,.80272108,0,.15940011
arunachal pradesh,east siang,0,.91304356,0,.85207099,0,.060972571
arunachal pradesh,kra daadi,0,.93333334,0,.74074072,0,.19259262
arunachal pradesh,kurung kumey,0,.92063493,0,.75,0,.17063493
arunachal pradesh,lohit,0,.90673578,0,.75155282,0,.15518296
arunachal pradesh,longding,0,.88590598,0,.72784811,0,.15805787
arunachal pradesh,namsai,0,.89473683,0,.59036142,0,.30437541
arunachal pradesh,siang,0,.96753246,0,.89880955,0,.068722904
arunachal pradesh,tirap,0,.89130437,0,.72077924,0,.17052513
arunachal pradesh,west siang,0,.96240604,0,.77205884,0,.19034719
assam,biswanath,0,.88148141,0,.56790125,0,.31358016
assam,charaideo,0,.83561641,0,.58888888,0,.24672753
assam,dhubri,0,.85000008,0,.54605263,0,.30394745
assam,hojai,0,.83783782,0,.6241135,0,.21372432
assam,jorhat,0,.83471072,0,.53750002,0,.29721069
assam,karbi anglong,0,.83333331,0,.62352943,0,.20980388
assam,majuli,0,.87500006,0,.58522725,0,.28977281
assam,nagaon,0,.96376812,0,.56983238,0,.39393574
assam,sivasagar,0,.82352948,0,.6118421,0,.21168739
assam,sonitpur,0,.87162161,0,.67088604,0,.20073557
assam,south salmara mancachar,0,.88271606,0,.51445085,0,.36826521
assam,west karbi anglong,0,.83561641,0,.47058827,0,.36502814
chhattisgarh,balod,0,.87195122,0,.44848484,0,.42346638
chhattisgarh,baloda bazar,0,.89349115,0,.44378698,0,.44970417
chhattisgarh,balrampur,0,.7734375,0,.30935252,0,.46408498
chhattisgarh,bastar,0,.76223779,0,.40000001,0,.36223778
chhattisgarh,bemetara,0,.87313432,0,.23943664,0,.63369769
chhattisgarh,bilaspur,0,.83815026,0,.39473686,0,.44341341
chhattisgarh,dantewada,0,.71604937,0,.48369566,0,.23235372
chhattisgarh,durg,0,.95108694,0,.59770113,0,.35338581
chhattisgarh,gariyaband,0,.86792451,0,.32098764,0,.54693687
chhattisgarh,kodagaon,0,.77027029,0,.30769232,0,.46257797
chhattisgarh,mungeli,0,.81512606,0,.2932331,0,.52189296
chhattisgarh,raipur,0,.88461536,0,.51351351,0,.37110186
chhattisgarh,sukma,0,.6936416,0,.3463687,0,.3472729
chhattisgarh,surajpur,0,.83703703,0,.30215827,0,.53487873
chhattisgarh,surguja,0,.81954885,0,.33774835,0,.4818005
nct of delhi,central,0,.91089112,0,.72519082,0,.1857003
nct of delhi,east,0,.95569628,0,.67948717,0,.27620912
nct of delhi,new delhi,0,.91764706,0,.68055558,0,.23709148
nct of delhi,north,0,.90833336,0,.70503598,0,.20329738
nct of delhi,north east,0,.95483869,0,.61971831,0,.33512038
nct of delhi,north west,0,.9512195,0,.79729736,0,.15392214
nct of delhi,shahdara,0,.9770115,0,.81366462,0,.16334689
nct of delhi,south,0,.97959185,0,.77181208,0,.20777977
nct of delhi,south east,0,.96373057,0,.7764706,0,.18725997
nct of delhi,south west,0,.94039732,0,.84615386,0,.094243467
nct of delhi,west,0,.97604787,0,.716129,0,.25991887
gujarat,ahmadabad,0,.98518521,0,.73972601,0,.2454592
gujarat,aravali,0,.86060607,0,.27380952,0,.58679652
gujarat,bhavnagar,0,.96062988,0,.35606059,0,.60456932
gujarat,botad,0,.96031743,0,.41726619,0,.54305124
gujarat,chhota udaipur,0,.82352942,0,.23636363,0,.58716577
gujarat,devbhumi dwarka,0,.86627907,0,.4427861,0,.42349297
gujarat,gir somnath,0,.84313726,0,.47752807,0,.3656092
gujarat,jamnagar,0,.969697,0,.66257668,0,.30712032
gujarat,junagadh,0,.88435376,0,.42105263,0,.46330112
gujarat,kheda,0,.86466163,0,.24203822,0,.62262344
gujarat,mahisagar,0,.78512394,0,.33093524,0,.4541887
gujarat,morbi,0,.9470588,0,.54347825,0,.40358055
gujarat,panch mahals,0,.80571431,0,.26881722,0,.53689706
gujarat,rajkot,0,.9319728,0,.65306121,0,.27891159
gujarat,sabar kantha,0,.86466163,0,.4375,0,.42716163
gujarat,surendranagar,0,.9512195,0,.42857143,0,.5226481
gujarat,vadodara,0,.86301368,0,.61764705,0,.24536663
haryana,bhiwani,0,.85314685,0,.39506173,0,.45808512
haryana,charkhi dadri,0,.89380533,0,.54098362,0,.35282171
madhya pradesh,agar malwa,0,.92682922,0,.2173913,0,.70943791
madhya pradesh,shajapur,0,.88043481,0,.42774567,0,.45268914
maharashtra,palghar,0,.90082645,0,.61832058,0,.28250587
maharashtra,thane,0,.91208798,0,.64285713,0,.26923084
meghalaya,east garo hills,0,.85810816,0,.60301507,0,.2550931
meghalaya,east jantia hills,0,.82941175,0,.68095237,0,.14845937
meghalaya,north garo hills,0,.79354841,0,.52717394,0,.26637447
meghalaya,south west garo hills,0,.8984375,0,.56626505,0,.33217245
meghalaya,south west khasi hills,0,.74566472,0,.60220987,0,.14345485
meghalaya,west garo hills,0,.91772151,0,.86956519,0,.048156321
meghalaya,west jaintia hills,0,.68613136,0,.64367819,0,.04245317
meghalaya,west khasi hills,0,.90909094,0,.54404145,0,.36504948
punjab,fazilka,0,.89304811,0,.43016759,0,.46288052
punjab,firozpur,0,.90697676,0,.58385092,0,.32312584
punjab,gurdaspur,0,.89781022,0,.66459626,0,.23321396
punjab,pathankot,0,.94400001,0,.74045801,0,.20354199
telangana,adilabad,0,.90579712,0,.40397349,0,.50182366
telangana,bhadradri kothagudem,0,.93103451,0,.52702701,0,.40400749
telangana,hyderabad,0,.96428573,0,.74257427,0,.22171146
telangana,jagitial,0,.98765427,0,.72483224,0,.26282203
telangana,jangoan,0,.96703297,0,.56,0,.40703297
telangana,jayashankar bhupalapally,0,.90825689,0,.55371898,0,.3545379
telangana,jogulamba gadwal,0,.99199998,0,.3602941,0,.63170588
telangana,kamareddy,0,.95575213,0,.44137931,0,.51437283
telangana,karimnagar,0,.97727281,0,.66666669,0,.31060612
telangana,khammam,0,.89719623,0,.54482758,0,.35236865
telangana,komaram bheem asifabad,0,.93495935,0,.3125,0,.62245935
telangana,mahabubabad,0,.9285714,0,.41176471,0,.51680672
telangana,mahabubnagar,0,.93430656,0,.52258062,0,.41172594
telangana,mancherial,0,.99019605,0,.57575756,0,.41443849
telangana,medak,0,.94392526,0,.49253735,0,.45138791
telangana,medchal-malkajgiri,0,.94392526,0,.79527557,0,.14864969
telangana,nagarkurnool,0,.91379309,0,.53061223,0,.38318086
telangana,nalgonda,0,.99029118,0,.5673759,0,.42291528
telangana,nirmal,0,.98901093,0,.63114756,0,.35786337
telangana,nizamabad,0,.94897962,0,.65600002,0,.2929796
telangana,peddapalli,0,.95454544,0,.60283691,0,.35170853
telangana,rajanna sircilla,0,.98198199,0,.65734267,0,.32463932
telangana,ranga reddy,0,.95192307,0,.60000002,0,.35192305
telangana,sangareddy,0,.96808511,0,.66666669,0,.30141842
telangana,siddipet,0,1,0,.68644071,0,.31355929
telangana,suryapet,0,.97321427,0,.51111114,0,.46210313
telangana,vikarabad,0,.96330273,0,.48461539,0,.47868735
telangana,wanaparthy,0,.93577981,0,.53793103,0,.39784878
telangana,warangal rural,0,.95833325,0,.49593499,0,.46239826
telangana,warangal urban,0,.98230082,0,.72027969,0,.26202112
telangana,yadadri bhuvanagiri,0,.96610177,0,.6948052,0,.27129656
tripura,gomati,0,.92631578,0,.54098362,0,.38533217
tripura,khowai,0,.89051104,0,.55479455,0,.33571649
tripura,north tripura,0,.92592591,0,.55033559,0,.37559032
tripura,sepahijala,0,.87878788,0,.49629632,0,.38249156
tripura,south tripura,0,.78313255,0,.47058824,0,.31254432
tripura,unakoti,0,.90476191,0,.45061725,0,.45414466
tripura,west tripura,0,.9072848,0,.65277779,0,.25450701
uttar pradesh,amethi,0,.88709676,0,.5139665,0,.37313026
uttar pradesh,budaun,0,.86746991,0,.28248587,0,.58498406
uttar pradesh,ghaziabad,0,.86842108,0,.5714286,0,.29699248
uttar pradesh,hapur,0,.87387389,0,.45273635,0,.42113754
uttar pradesh,moradabad,0,.86250001,0,.44692737,0,.41557264
uttar pradesh,muzaffarnagar,0,.87709498,0,.42857143,0,.44852355
uttar pradesh,rae bareli,0,.8581081,0,.42639595,0,.43171215
uttar pradesh,sambhal,0,.89949751,0,.32160804,0,.57788944
uttar pradesh,shamli,0,.88333333,0,.35449734,0,.52883601
uttar pradesh,sultanpur,0,.85714287,0,.41884816,0,.43829471
west bengal,paschim barddhaman,0,.86986303,0,.45882353,0,.4110395
west bengal,purba barddhaman,0,.86330926,0,.51704544,0,.34626383
