StateCode,State,DistrictCode,district,in_labour_force,lfpr_percent
20,Jharkhand,3,kodarma,0.1554054021835327,15.54054069519043
13,Nagaland,10,kohima,0.3362318873405456,33.62318801879883
18,Assam,1,kokrajhar,0.0421686731278896,4.216867446899414
29,Karnataka,27,kolar,0.2827225029468536,28.27225112915039
15,Mizoram,2,kolasib,0.273972600698471,27.397260665893555
19,West Bengal,16,kolkata,0.1798107326030731,17.9810733795166
32,Kerala,13,kollam,0.244477167725563,24.447717666625977
22,Chhattisgarh,21,kondagaon,0.699999988079071,70.0
29,Karnataka,6,koppal,0.2910447716712951,29.104476928710938
21,Odisha,29,koraput,0.2549800872802734,25.498008728027344
22,Chhattisgarh,5,korba,0.3480392098426819,34.80392074584961
22,Chhattisgarh,1,korea (koriya),0.25,25.0
8,Rajasthan,29,kota,0.12890625,12.890625
32,Kerala,10,kottayam,0.241516962647438,24.151697158813477
32,Kerala,4,kozhikode,0.1430575102567672,14.305750846862791
28,Andhra Pradesh,6,krishna,0.2280966788530349,22.809667587280273
33,Tamil Nadu,30,krishnagiri,0.2049999982118606,20.5
1,Jammu & Kashmir,15,kulgam,0.12109375,12.109375
2,Himachal Pradesh,4,kullu,0.6206896305084229,62.06896209716797
1,Jammu & Kashmir,1,kupwara,0.0255681816488504,2.5568182468414307
28,Andhra Pradesh,11,kurnool,0.4692737460136413,46.92737579345703
6,Haryana,4,kurukshetra,0.1069182381033897,10.691823959350586
12,Arunachal Pradesh,12,kurung kumey,0.034042552113533,3.4042551517486572
9,Uttar Pradesh,58,kushinagar,0.0674157291650772,6.741572856903076
2,Himachal Pradesh,3,lahul & spiti,0.8095238208770752,80.95238494873047
18,Assam,8,lakhimpur,0.0491071417927742,4.910714149475098
10,Bihar,25,lakhisarai,0.0566037744283676,5.660377502441406
9,Uttar Pradesh,36,lalitpur,0.2810810804367065,28.108108520507812
20,Jharkhand,14,latehar,0.3571428656578064,35.71428680419922
15,Mizoram,7,lawngtlai,0.3235294222831726,32.352943420410156
1,Jammu & Kashmir,3,leh (ladakh),0.25,25.0
20,Jharkhand,11,lohardaga,0.2321428507566452,23.214284896850582
12,Arunachal Pradesh,15,lohit,0.2734864354133606,27.348644256591797
13,Nagaland,8,longleng,0.25,25.0
12,Arunachal Pradesh,14,lower dibang valley,0.3454545438289642,34.54545593261719
12,Arunachal Pradesh,11,lower subansiri,0.0695187151432037,6.951871395111084
9,Uttar Pradesh,26,lucknow,0.1939655244350433,19.39655303955078
3,Punjab,7,ludhiana,0.1833333373069763,18.33333396911621
15,Mizoram,6,lunglei,0.3033472895622253,30.334728240966797
10,Bihar,11,madhepura,0.1208791211247444,12.087912559509276
10,Bihar,5,madhubani,0.0199999995529651,2.0
33,Tamil Nadu,22,madurai,0.3027989864349365,30.27989959716797
9,Uttar Pradesh,13,mahamaya nagar,0.0763358771800994,7.633587837219238
22,Chhattisgarh,12,mahasamund,0.4925373196601867,49.25373077392578
36,Telangana,7,mahbubnagar,0.3006992936134338,30.069929122924805
6,Haryana,16,mahendragarh,0.0365853644907474,3.658536434173584
24,Gujarat,4,mahesana,0.1666666716337204,16.666667938232422
9,Uttar Pradesh,38,mahoba,0.2365591377019882,23.655914306640625
9,Uttar Pradesh,56,mahrajganj,0.0669642835855484,6.696428298950195
9,Uttar Pradesh,17,mainpuri,0.0211864411830902,2.1186442375183105
32,Kerala,5,malappuram,0.1093000993132591,10.930009841918944
19,West Bengal,6,maldah,0.198142409324646,19.81424140930176
21,Odisha,30,malkangiri,0.3084112107753753,30.841121673583984
15,Mizoram,1,mamit,0.3533834517002105,35.33834457397461
2,Himachal Pradesh,5,mandi,0.5790753960609436,57.90753936767578
23,Madhya Pradesh,37,mandla,0.3366336524486542,33.66336441040039
23,Madhya Pradesh,16,mandsaur,0.3274336159229278,32.74336242675781
29,Karnataka,19,mandya,0.1875,18.75
3,Punjab,13,mansa,0.067615658044815,6.761565685272217
9,Uttar Pradesh,14,mathura,0.0581395365297794,5.813953876495361
9,Uttar Pradesh,61,mau,0.1459853947162628,14.598539352416992
21,Odisha,7,mayurbhanj,0.3631578981876373,36.31578826904297
36,Telangana,4,medak,0.6229507923126221,62.29507827758789
9,Uttar Pradesh,7,meerut,0.044728435575962,4.472843647003174
6,Haryana,19,mewat,0.031128404662013,3.112840414047241
9,Uttar Pradesh,68,mirzapur,0.1653543263673782,16.535432815551758
3,Punjab,8,moga,0.116666667163372,11.666666984558104
13,Nagaland,2,mokokchung,0.3927125632762909,39.27125549316406
13,Nagaland,1,mon,0.2977527976036072,29.775279998779297
9,Uttar Pradesh,4,moradabad,0.0259740259498357,2.597402572631836
23,Madhya Pradesh,2,morena,0.0319148935377597,3.1914894580841064
18,Assam,5,morigaon,0.1319444477558136,13.19444465637207
3,Punjab,10,muktsar,0.1365853697061538,13.658536911010742
22,Chhattisgarh,25,mungeli,0.4044943749904632,40.44943618774414
10,Bihar,24,munger,0.0912698432803154,9.12698459625244
19,West Bengal,7,murshidabad,0.2166212499141693,21.662124633789062
9,Uttar Pradesh,2,muzaffarnagar,0.1036269441246986,10.36269474029541
10,Bihar,14,muzaffarpur,0.0308529939502477,3.085299491882324
29,Karnataka,23,mysore,0.2573221623897552,25.732215881347656
21,Odisha,28,nabarangapur,0.3346613645553589,33.46613693237305
19,West Bengal,10,nadia,0.2017937153577804,20.179370880126953
18,Assam,6,nagaon,0.1849217712879181,18.492177963256836
33,Tamil Nadu,17,nagapattinam,0.3791208863258362,37.91209030151367
8,Rajasthan,14,nagaur,0.25,25.0
5,Uttrakhand,11,nainital,0.2427536249160766,24.275362014770508
10,Bihar,27,nalanda,0.1010638326406478,10.106383323669434
18,Assam,24,nalbari,0.1279069781303405,12.790698051452637
36,Telangana,8,nalgonda,0.3939394056797027,39.39393997192383
33,Tamil Nadu,8,namakkal,0.5289855003356934,52.89855194091797
22,Chhattisgarh,16,narayanpur,0.3521126806735992,35.21126937866211
24,Gujarat,20,narmada,0.5,50.0
23,Madhya Pradesh,35,narsimhapur,0.3047619163990021,30.47619247436523
24,Gujarat,23,navsari,0.3402777910232544,34.02777862548828
10,Bihar,35,nawada,0.0186915881931781,1.8691588640213013
21,Odisha,16,nayagarh,0.0777777805924415,7.777778148651123
23,Madhya Pradesh,15,neemuch,0.3613445460796356,36.13445281982422
36,Telangana,2,nizamabad,0.4047619104385376,40.476192474365234
11,Sikkim,1,north district,0.5249999761581421,52.499996185302734
16,Tripura,4,north tripura,0.1322751343250274,13.227513313293455
19,West Bengal,11,north twenty four parganas,0.1926940679550171,19.269407272338867
21,Odisha,25,nuapada,0.4772727191448211,47.727272033691406
20,Jharkhand,8,pakur,0.3404255211353302,34.04255294799805
32,Kerala,6,palakkad,0.1833060532808303,18.330604553222656
20,Jharkhand,13,palamu,0.2413793057203292,24.137929916381836
8,Rajasthan,20,pali,0.1210526302456855,12.105262756347656
6,Haryana,21,palwal,0.0240000002086162,2.4000000953674316
24,Gujarat,17,panch mahals,0.3423728942871094,34.23728942871094
6,Haryana,1,panchkula,0.1657142788171768,16.571428298950195
6,Haryana,7,panipat,0.208074539899826,20.807453155517575
23,Madhya Pradesh,9,panna,0.0322580635547637,3.22580623626709
12,Arunachal Pradesh,4,papum pare,0.162109375,16.2109375
19,West Bengal,18,paschim medinipur,0.1299559473991394,12.99559497833252
10,Bihar,1,pashchim champaran,0.0238095242530107,2.3809523582458496
20,Jharkhand,23,pashchimi singhbhum,0.1444444507360458,14.44444465637207
24,Gujarat,3,patan,0.260869562625885,26.08695602416992
32,Kerala,12,pathanamthitta,0.2747603952884674,27.47603988647461
3,Punjab,21,pathankot,0.0598290599882602,5.982905864715576
3,Punjab,14,patiala,0.1481481492519378,14.814814567565918
10,Bihar,28,patna,0.0660247579216957,6.602475643157959
33,Tamil Nadu,14,perambalur,0.2823529541492462,28.23529624938965
13,Nagaland,11,peren,0.4112149477005005,41.12149429321289
13,Nagaland,6,phek,0.488095223903656,48.80952072143555
9,Uttar Pradesh,20,pilibhit,0.0297397766262292,2.973977565765381
5,Uttrakhand,7,pithoragarh,0.47826087474823,47.82608795166016
24,Gujarat,11,porbandar,0.2195121943950653,21.95121955871582
28,Andhra Pradesh,8,prakasam,0.3374689817428589,33.74689865112305
8,Rajasthan,33,pratapgarh,0.4319526553153991,43.19526672363281
9,Uttar Pradesh,42,pratapgarh,0.0650684908032417,6.50684928894043
33,Tamil Nadu,20,pudukkottai,0.4367088675498962,43.6708869934082
1,Jammu & Kashmir,12,pulwama,0.0912698432803154,9.12698459625244
1,Jammu & Kashmir,5,punch,0.2611111104488373,26.11111068725586
10,Bihar,2,purba champaran,0.0240549836307764,2.4054982662200928
19,West Bengal,19,purba medinipur,0.0740740746259689,7.407407283782959
20,Jharkhand,12,purbi singhbhum,0.1465892642736435,14.658926010131836
21,Odisha,18,puri,0.0984615385532379,9.84615421295166
10,Bihar,9,purnia,0.1213235259056091,12.132352828979492
19,West Bengal,14,puruliya,0.0869565233588218,8.69565200805664
9,Uttar Pradesh,27,rae bareli,0.1794871836900711,17.948719024658203
29,Karnataka,5,raichur,0.2932692170143127,29.326921463012695
22,Chhattisgarh,4,raigarh,0.2891566157341003,28.915660858154297
22,Chhattisgarh,11,raipur,0.3094262182712555,30.9426212310791
23,Madhya Pradesh,29,raisen,0.188940092921257,18.89400863647461
23,Madhya Pradesh,25,rajgarh,0.2418136000633239,24.181360244750977
24,Gujarat,9,rajkot,0.1956043988466262,19.56044006347656
22,Chhattisgarh,9,rajnandgaon,0.4830508530139923,48.305084228515625
1,Jammu & Kashmir,6,rajouri,0.299539178609848,29.95391845703125
8,Rajasthan,25,rajsamand,0.3068782985210418,30.687829971313477
29,Karnataka,30,ramanagara,0.1186440661549568,11.86440658569336
33,Tamil Nadu,25,ramanathapuram,0.3405797183513641,34.0579719543457
1,Jammu & Kashmir,17,ramban,0.1097560971975326,10.97560977935791
20,Jharkhand,16,ramgarh,0.1459459513425827,14.594594955444336
9,Uttar Pradesh,5,rampur,0.0347490347921848,3.4749035835266113
20,Jharkhand,19,ranchi,0.2829373776912689,28.293737411499023
36,Telangana,6,rangareddy,0.4757281541824341,47.57281494140625
23,Madhya Pradesh,17,ratlam,0.2545454502105713,25.454544067382812
21,Odisha,27,rayagada,0.4124293923377991,41.24293899536133
1,Jammu & Kashmir,20,reasi,0.1292134821414947,12.921348571777344
23,Madhya Pradesh,13,rewa,0.2355371862649917,23.55371856689453
6,Haryana,17,rewari,0.1055555567145347,10.55555534362793
17,Meghalaya,5,ribhoi,0.3636363744735718,36.3636360168457
6,Haryana,14,rohtak,0.0370370373129844,3.703703641891479
10,Bihar,32,rohtas,0.0673758834600448,6.737588405609131
5,Uttrakhand,3,rudraprayag,0.1800000071525573,18.0
3,Punjab,17,rupnagar,0.1016949117183685,10.169490814208984
24,Gujarat,5,sabar kantha,0.1508620679378509,15.086206436157228
23,Madhya Pradesh,10,sagar,0.3145695328712463,31.456953048706055
9,Uttar Pradesh,1,saharanpur,0.0821355208754539,8.213552474975586
10,Bihar,12,saharsa,0.0838709697127342,8.387097358703613
20,Jharkhand,7,sahibganj,0.1025641039013862,10.256410598754885
3,Punjab,18,sahibzada ajit singh nagar,0.2473118305206298,24.731182098388672
15,Mizoram,8,saiha,0.3396226465702057,33.96226501464844
33,Tamil Nadu,7,salem,0.3706395328044891,37.0639533996582
10,Bihar,19,samastipur,0.0179028138518333,1.7902814149856567
1,Jammu & Kashmir,22,samba,0.3028571307659149,30.28571319580078
21,Odisha,3,sambalpur,0.2804428040981293,28.044281005859375
3,Punjab,19,sangrur,0.2442528754472732,24.4252872467041
9,Uttar Pradesh,55,sant kabir nagar,0.0797101482748985,7.971014976501465
9,Uttar Pradesh,67,sant ravidas nagar (bhadohi),0.0238095242530107,2.3809523582458496
20,Jharkhand,24,saraikela kharsawan,0.3125,31.25
10,Bihar,17,saran,0.0338028185069561,3.380281925201416
23,Madhya Pradesh,12,satna,0.1945080161094665,19.45080184936523
8,Rajasthan,10,sawai madhopur,0.1280487775802612,12.80487823486328
23,Madhya Pradesh,28,sehore,0.1949685513973236,19.496854782104492
14,Manipur,1,senapati (excluding 3 sub-divisions),0.2681992352008819,26.819923400878903
23,Madhya Pradesh,39,seoni,0.4655172526836395,46.55172348022461
15,Mizoram,5,serchhip,0.3814432919025421,38.14432907104492
23,Madhya Pradesh,43,shahdol,0.1975308656692505,19.75308609008789
3,Punjab,5,shahid bhagat singh nagar,0.302325576543808,30.23255729675293
9,Uttar Pradesh,21,shahjahanpur,0.0239043831825256,2.3904383182525635
23,Madhya Pradesh,19,shajapur,0.2617647051811218,26.176469802856445
10,Bihar,26,sheikhpura,0.0175438597798347,1.7543859481811523
10,Bihar,3,sheohar,0.0,0.0
23,Madhya Pradesh,1,sheopur,0.0609756112098693,6.097560882568359
2,Himachal Pradesh,11,shimla,0.4087591171264648,40.87591171264648
29,Karnataka,14,shimoga,0.2542372941970825,25.423728942871097
23,Madhya Pradesh,6,shivpuri,0.1016949117183685,10.169490814208984
9,Uttar Pradesh,50,shrawasti,0.0303030312061309,3.0303030014038086
1,Jammu & Kashmir,13,shupiyan,0.1243243217468261,12.432432174682615
9,Uttar Pradesh,53,siddharthnagar,0.1546391695737838,15.463916778564451
23,Madhya Pradesh,45,sidhi,0.2380952388048172,23.809524536132812
8,Rajasthan,13,sikar,0.3461538553237915,34.615386962890625
20,Jharkhand,22,simdega,0.2558139562606811,25.581396102905273
23,Madhya Pradesh,46,singrauli,0.4563106894493103,45.63106918334961
2,Himachal Pradesh,10,sirmaur,0.3419913351535797,34.199134826660156
8,Rajasthan,19,sirohi,0.2481203079223632,24.812030792236328
6,Haryana,11,sirsa,0.1092436984181404,10.92436981201172
10,Bihar,4,sitamarhi,0.0155038759112358,1.550387620925903
9,Uttar Pradesh,23,sitapur,0.1150442510843277,11.504425048828123
33,Tamil Nadu,21,sivaganga,0.2797619104385376,27.9761905670166
18,Assam,12,sivasagar,0.228723406791687,22.87234115600586
10,Bihar,16,siwan,0.1282051354646682,12.820513725280762
2,Himachal Pradesh,9,solan,0.4918793439865112,49.18793487548828
9,Uttar Pradesh,69,sonbhadra,0.1244019120931625,12.440191268920898
6,Haryana,8,sonipat,0.1385767757892608,13.857677459716797
18,Assam,7,sonitpur,0.1105527654290199,11.05527687072754
11,Sikkim,3,south district,0.4354243576526642,43.54243469238281
17,Meghalaya,3,south garo hills,0.3333333432674408,33.333335876464844
16,Tripura,2,south tripura,0.223901093006134,22.39011001586914
19,West Bengal,17,south twenty four parganas,0.1416058391332626,14.16058349609375
28,Andhra Pradesh,9,sri potti sriramulu nellore,0.3391304314136505,33.91304397583008
28,Andhra Pradesh,1,srikakulam,0.3057471215724945,30.5747127532959
1,Jammu & Kashmir,10,srinagar,0.1441241651773452,14.412416458129885
21,Odisha,23,subarnapur,0.2965517342090606,29.655174255371097
22,Chhattisgarh,22,sukama,0.8181818127632141,81.81818389892578
9,Uttar Pradesh,48,sultanpur,0.0564263314008712,5.642632961273193
21,Odisha,5,sundargarh,0.2327272742986679,23.272727966308594
10,Bihar,6,supaul,0.2101910859346389,21.019107818603516
22,Chhattisgarh,26,surajpur,0.4437499940395355,44.375
24,Gujarat,25,surat,0.213549330830574,21.35493278503418
24,Gujarat,8,surendranagar,0.2102272659540176,21.02272605895996
22,Chhattisgarh,2,surguja,0.4569536447525024,45.69536590576172
14,Manipur,2,tamenglong,0.1573604047298431,15.736040115356444
24,Gujarat,26,tapi,0.5806451439857483,58.06451416015625
3,Punjab,16,tarn taran,0.0923913046717643,9.239130020141602
12,Arunachal Pradesh,1,tawang,0.1000000014901161,10.0
5,Uttrakhand,4,tehri garhwal,0.1803278625011444,18.032785415649418
33,Tamil Nadu,19,thanjavur,0.3939394056797027,39.39393997192383
33,Tamil Nadu,10,the nilgiris,0.337349385023117,33.73493957519531
33,Tamil Nadu,23,theni,0.1229508221149444,12.295082092285156
33,Tamil Nadu,1,thiruvallur,0.2272727340459823,22.72727394104004
32,Kerala,14,thiruvananthapuram,0.2727272808551788,27.272727966308594
33,Tamil Nadu,18,thiruvarur,0.3828571438789367,38.28571319580078
33,Tamil Nadu,26,thoothukkudi,0.2677419483661651,26.774194717407227
14,Manipur,5,thoubal,0.2133726626634597,21.33726692199707
32,Kerala,7,thrissur,0.2611174583435058,26.111745834350582
23,Madhya Pradesh,7,tikamgarh,0.0979591831564903,9.795918464660645
18,Assam,10,tinsukia,0.374172180891037,37.41721725463867
12,Arunachal Pradesh,10,tirap,0.2721893489360809,27.218935012817383
33,Tamil Nadu,13,tiruchirappalli,0.3417721390724182,34.177215576171875
33,Tamil Nadu,27,tirunelveli,0.3556034564971924,35.56034469604492
33,Tamil Nadu,32,tiruppur,0.2924187779426574,29.241878509521484
33,Tamil Nadu,5,tiruvannamalai,0.3114035129547119,31.140350341796875
8,Rajasthan,22,tonk,0.251748263835907,25.17482566833496
13,Nagaland,7,tuensang,0.4114583432674408,41.14583587646485
29,Karnataka,17,tumkur,0.2247706353664398,22.47706413269043
8,Rajasthan,32,udaipur,0.2931392788887024,29.313928604125977
18,Assam,27,udalguri,0.1041666641831398,10.416666030883787
5,Uttrakhand,12,udham singh nagar,0.2000000029802322,20.0
1,Jammu & Kashmir,19,udhampur,0.1512415409088134,15.124154090881348
29,Karnataka,15,udupi,0.4615384638309479,46.153846740722656
23,Madhya Pradesh,18,ujjain,0.246056780219078,24.60567855834961
14,Manipur,8,ukhrul,0.2360514998435974,23.60515022277832
23,Madhya Pradesh,14,umaria,0.140625,14.0625
2,Himachal Pradesh,7,una,0.3583333194255829,35.83333206176758
9,Uttar Pradesh,25,unnao,0.1975308656692505,19.75308609008789
12,Arunachal Pradesh,8,upper siang,0.1880341917276382,18.80341911315918
12,Arunachal Pradesh,5,upper subansiri,0.0464135035872459,4.641350269317627
22,Chhattisgarh,14,uttar bastar kanker,0.4699999988079071,47.0
19,West Bengal,4,uttar dinajpur,0.1036269441246986,10.36269474029541
29,Karnataka,9,uttara kannada,0.2418300658464431,24.183006286621097
5,Uttrakhand,1,uttarkashi,0.2237762212753296,22.377622604370117
24,Gujarat,19,vadodara,0.2450765818357467,24.507658004760746
10,Bihar,18,vaishali,0.0252100843936204,2.5210084915161133
24,Gujarat,24,valsad,0.3163265287876129,31.632652282714844
9,Uttar Pradesh,66,varanasi,0.1051282063126564,10.51282024383545
33,Tamil Nadu,4,vellore,0.324420690536499,32.44207000732422
23,Madhya Pradesh,26,vidisha,0.1502590626478195,15.025906562805176
33,Tamil Nadu,6,viluppuram,0.3942470252513885,39.42470169067383
33,Tamil Nadu,24,virudhunagar,0.390428215265274,39.04281997680664
28,Andhra Pradesh,3,visakhapatnam,0.2969697117805481,29.696971893310547
28,Andhra Pradesh,2,vizianagaram,0.3028846085071563,30.288461685180664
36,Telangana,9,warangal,0.410852700471878,41.08526992797851
32,Kerala,3,wayanad,0.2650602459907532,26.506025314331055
11,Sikkim,2,west district,0.505836546421051,50.58365631103515
17,Meghalaya,1,west garo hills,0.2336956560611724,23.369565963745117
28,Andhra Pradesh,5,west godavari,0.1966292113065719,19.662921905517575
12,Arunachal Pradesh,2,west kameng,0.1111111119389534,11.111111640930176
17,Meghalaya,4,west khasi hills,0.3580785989761352,35.807861328125
12,Arunachal Pradesh,6,west siang,0.1029810309410095,10.298103332519531
16,Tripura,1,west tripura,0.2099542319774627,20.99542236328125
13,Nagaland,4,wokha,0.3696969747543335,36.969696044921875
28,Andhra Pradesh,10,y.s.r.,0.2997811734676361,29.978116989135746
29,Karnataka,26,yadgir,0.4424242377281189,44.24242401123047
6,Haryana,3,yamunanagar,0.1122448965907096,11.224489212036133
13,Nagaland,3,zunheboto,0.290909081697464,29.09090805053711
